day_coordinate,cam_angle_deg,pitch_radius_mm,surface_x_mm,surface_y_mm,surface_radius_mm,pressure_angle_deg,pitch_curvature_radius_mm
32.697916667,32.250000000,87.699863135,68.319258177,41.342068709,79.854165094,10.748672350,74.837472785
32.824652778,32.375000000,87.663508197,68.200495708,41.469100052,79.818505836,10.772748185,74.836555419
32.951388889,32.500000000,87.627085173,68.081443273,41.595779347,79.782778704,10.796775934,74.835584311
33.078125000,32.625000000,87.590594314,67.962102087,41.722105960,79.746983929,10.820755306,74.835009607
33.204861111,32.750000000,87.554035873,67.842473289,41.848079343,79.711121725,10.844685214,74.834662442
33.331597222,32.875000000,87.517410105,67.722558117,41.973698856,79.675192335,10.868565533,74.834263395
33.458333333,33.000000000,87.480717266,67.602357817,42.098963855,79.639196004,10.892396244,74.833812768
33.585069444,33.125000000,87.443957611,67.481873638,42.223873698,79.603132977,10.916177327,74.833310865
33.711805556,33.250000000,87.407131396,67.361106829,42.348427749,79.567003501,10.939908764,74.832757988
33.838541667,33.375000000,87.370238876,67.240058642,42.472625377,79.530807820,10.963590533,74.832154443
33.965277778,33.500000000,87.333280306,67.118730327,42.596465956,79.494546181,10.987222615,74.831500535
34.092013889,33.625000000,87.296255941,66.997123203,42.719948796,79.458218849,11.010805673,74.829845778
34.218750000,33.750000000,87.259166031,66.875238700,42.843073097,79.421826116,11.034341504,74.827780970
34.345486111,33.875000000,87.222010822,66.753078076,42.965838236,79.385368224,11.057830186,74.825664952
34.472222222,34.000000000,87.184790560,66.630642582,43.088243601,79.348845408,11.081271701,74.823498018
34.598958333,34.125000000,87.147505491,66.507933470,43.210288587,79.312257907,11.104666029,74.821280457
34.725694444,34.250000000,87.110155863,66.384951992,43.331972594,79.275605957,11.128013149,74.819012564
34.852430556,34.375000000,87.072741922,66.261699401,43.453295025,79.238889796,11.151313041,74.816694631
34.979166667,34.500000000,87.035263914,66.138176952,43.574255290,79.202109660,11.174565683,74.814326953
35.105902778,34.625000000,86.997722085,66.014385857,43.694852846,79.165265776,11.197770613,74.812441296
35.232638889,34.750000000,86.960116686,65.890327294,43.815087190,79.128358358,11.220927007,74.810611814
35.359375000,34.875000000,86.922447967,65.766002521,43.934957749,79.091387647,11.244034822,74.808734326
